COD;DESCRIÇÃO;CATEGORIA;PREÇO UNITÁRIO;ID LOJA;MOVIMENTAÇÃO;TIPO
MOV02079;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;2;DEVOLUÇÃO
MOV02080;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;-1;SAÍDA
MOV02081;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;-7;SAÍDA
MOV02082;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA E;-4;SAÍDA
MOV02083;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV02084;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-5;SAÍDA
MOV02085;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;-3;SAÍDA
MOV02086;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;2;ENTRADA
MOV02087;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;1;ENTRADA
MOV02088;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;-1;SAÍDA
MOV02089;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV02090;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-3;SAÍDA
MOV02091;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV02092;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;-2;SAÍDA
MOV02093;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;-2;SAÍDA
MOV02094;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;2;ENTRADA
MOV02095;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA E;-3;SAÍDA
MOV02096;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;-3;SAÍDA
MOV02097;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;-1;SAÍDA
MOV02098;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;-5;SAÍDA
MOV02099;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;1;DEVOLUÇÃO
MOV02100;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV02101;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV02102;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;2;ENTRADA
MOV02103;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;3;ENTRADA
MOV02104;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA C;-4;SAÍDA
MOV02105;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-6;SAÍDA
MOV02106;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;-1;SAÍDA
MOV02107;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;1;ENTRADA
MOV02108;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA E;2;DEVOLUÇÃO
MOV02109;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;-1;SAÍDA
MOV02110;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA C;-1;SAÍDA
MOV02111;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;4;ENTRADA
MOV02112;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;5;DEVOLUÇÃO
MOV02113;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;-1;SAÍDA
MOV02114;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA A;1;ENTRADA
MOV02115;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;2;DEVOLUÇÃO
MOV02116;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA D;-1;SAÍDA
MOV02117;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV02118;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;-2;SAÍDA
MOV02119;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV02120;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;2;ENTRADA
MOV02121;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;1;ENTRADA
MOV02122;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-2;SAÍDA
MOV02123;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;-1;SAÍDA
MOV02124;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;4;ENTRADA
MOV02125;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-4;SAÍDA
MOV02126;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV02127;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;1;ENTRADA
MOV02128;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;-2;SAÍDA
MOV02129;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;4;ENTRADA
MOV02130;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;3;ENTRADA
MOV02131;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV02132;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;-3;SAÍDA
MOV02133;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA C;-1;SAÍDA
MOV02134;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA D;-1;SAÍDA
MOV02135;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;-7;SAÍDA
MOV02136;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;2;DEVOLUÇÃO
MOV02137;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;1;ENTRADA
MOV02138;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;-4;SAÍDA
MOV02139;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;3;ENTRADA
MOV02140;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA E;2;ENTRADA
MOV02141;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-1;SAÍDA
MOV02142;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-2;SAÍDA
MOV02143;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA D;-7;SAÍDA
MOV02144;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;4;ENTRADA
MOV02145;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;2;ENTRADA
MOV02146;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;3;ENTRADA
MOV02147;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;-4;SAÍDA
MOV02148;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;1;ENTRADA
MOV02149;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;-2;SAÍDA
MOV02150;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA E;1;DEVOLUÇÃO
MOV02151;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;1;ENTRADA
MOV02152;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;1;ENTRADA
MOV02153;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV02154;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV02155;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA E;-1;SAÍDA
MOV02156;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;3;DEVOLUÇÃO
MOV02157;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;2;ENTRADA
MOV02158;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA E;-2;SAÍDA
MOV02159;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA B;-1;SAÍDA
MOV02160;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV02161;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA D;1;ENTRADA
MOV02162;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV02163;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;-4;SAÍDA
MOV02164;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;1;DEVOLUÇÃO
MOV02165;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;2;ENTRADA
MOV02166;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;1;ENTRADA
MOV02167;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;-3;SAÍDA
MOV02168;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA E;-1;SAÍDA
MOV02169;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA A;20;ENTRADA
MOV02170;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;1;ENTRADA
MOV02171;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;-3;SAÍDA
MOV02172;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;2;ENTRADA
MOV02173;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;1;ENTRADA
MOV02174;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;-3;SAÍDA
MOV02175;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-1;SAÍDA
MOV02176;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;15;ENTRADA
MOV02177;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;2;DEVOLUÇÃO
MOV02178;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV02179;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV02180;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;3;ENTRADA
MOV02181;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;-3;SAÍDA
MOV02182;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-1;SAÍDA
MOV02183;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;1;ENTRADA
MOV02184;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;-1;SAÍDA
MOV02185;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;3;ENTRADA
MOV02186;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;1;ENTRADA
MOV02187;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;-2;SAÍDA
MOV02188;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;1;ENTRADA
MOV02189;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV02190;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA C;-3;SAÍDA
MOV02191;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-1;SAÍDA
MOV02192;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;4;ENTRADA
MOV02193;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;1;ENTRADA
MOV02194;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;3;ENTRADA
MOV02195;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;1;ENTRADA
MOV02196;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;-1;SAÍDA
MOV02197;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;-2;SAÍDA
MOV02198;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA D;2;ENTRADA
MOV02199;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV02200;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV02201;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA B;-1;SAÍDA
MOV02202;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV02203;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV02204;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;1;ENTRADA
MOV02205;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV02206;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA E;1;ENTRADA
MOV02207;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;6;ENTRADA
MOV02208;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;1;ENTRADA
MOV02209;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;-2;SAÍDA
MOV02210;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV02211;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;-1;SAÍDA
MOV02212;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;-2;SAÍDA
MOV02213;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;1;ENTRADA
MOV02214;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA B;1;ENTRADA
MOV02215;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-7;SAÍDA
MOV02216;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV02217;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA A;1;ENTRADA
MOV02218;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;1;DEVOLUÇÃO
MOV02219;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;-1;SAÍDA
MOV02220;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV02221;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;3;ENTRADA
MOV02222;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA D;1;ENTRADA
MOV02223;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;-4;SAÍDA
MOV02224;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA B;3;ENTRADA
MOV02225;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;6;ENTRADA
MOV02226;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;3;ENTRADA
MOV02227;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;2;DEVOLUÇÃO
MOV02228;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;2;ENTRADA
MOV02229;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;4;ENTRADA
MOV02230;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA E;1;ENTRADA
MOV02231;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;1;ENTRADA
MOV02232;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;-2;SAÍDA
MOV02233;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;3;ENTRADA
MOV02234;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV02235;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-5;SAÍDA
MOV02236;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;-4;SAÍDA
MOV02237;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;-1;SAÍDA
MOV02238;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA D;1;ENTRADA
MOV02239;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;-1;SAÍDA
MOV02240;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;-3;SAÍDA
MOV02241;REGATA FEM. AZUL;ROUPAS;89,99;LOJA E;-2;SAÍDA
MOV02242;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;-3;SAÍDA
MOV02243;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;7;ENTRADA
MOV02244;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;-2;SAÍDA
MOV02245;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA C;-2;SAÍDA
MOV02246;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;-1;SAÍDA
MOV02247;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;5;ENTRADA
MOV02248;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;4;ENTRADA
MOV02249;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;2;ENTRADA
MOV02250;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA E;-5;SAÍDA
MOV02251;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;-1;SAÍDA
MOV02252;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV02253;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;4;ENTRADA
MOV02254;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;4;ENTRADA
MOV02255;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-4;SAÍDA
MOV02256;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;3;ENTRADA
MOV02257;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;4;ENTRADA
MOV02258;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;1;ENTRADA
MOV02259;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;-1;SAÍDA
MOV02260;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;5;DEVOLUÇÃO
MOV02261;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;-1;SAÍDA
MOV02262;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA D;2;ENTRADA
MOV02263;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA E;1;ENTRADA
MOV02264;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV02265;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;1;ENTRADA
MOV02266;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA D;2;ENTRADA
MOV02267;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV02268;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;5;ENTRADA
MOV02269;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-4;SAÍDA
MOV02270;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV02271;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV02272;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;-1;SAÍDA
MOV02273;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;7;ENTRADA
MOV02274;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA E;1;ENTRADA
MOV02275;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;6;ENTRADA
MOV02276;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;1;ENTRADA
MOV02277;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;2;ENTRADA
MOV02278;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA B;1;ENTRADA
MOV02279;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV02280;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV02281;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;2;ENTRADA
MOV02282;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;-3;SAÍDA
MOV02283;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;1;DEVOLUÇÃO
MOV02284;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA E;-3;SAÍDA
MOV02285;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA E;1;ENTRADA
MOV02286;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV02287;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA E;-3;SAÍDA
MOV02288;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA C;1;ENTRADA
MOV02289;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV02290;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;4;ENTRADA
MOV02291;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA D;3;ENTRADA
MOV02292;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA B;-9;SAÍDA
MOV02293;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;1;ENTRADA
MOV02294;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;2;ENTRADA
MOV02295;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA E;-5;SAÍDA
MOV02296;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;-2;SAÍDA
MOV02297;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-8;SAÍDA
MOV02298;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-2;SAÍDA
MOV02299;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;1;ENTRADA
MOV02300;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV02301;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA A;-1;SAÍDA
MOV02302;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;6;ENTRADA
MOV02303;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA D;2;ENTRADA
MOV02304;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;2;DEVOLUÇÃO
MOV02305;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;1;ENTRADA
MOV02306;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;-1;SAÍDA
MOV02307;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA A;-2;SAÍDA
MOV02308;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;-1;SAÍDA
MOV02309;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;-1;SAÍDA
MOV02310;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;1;ENTRADA
MOV02311;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA C;1;ENTRADA
MOV02312;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA E;-1;SAÍDA
MOV02313;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA A;1;ENTRADA
MOV02314;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV02315;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV02316;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;3;ENTRADA
MOV02317;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV02318;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-6;SAÍDA
MOV02319;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;4;ENTRADA
MOV02320;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA D;-1;SAÍDA
MOV02321;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;2;ENTRADA
MOV02322;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;-1;SAÍDA
MOV02323;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-7;SAÍDA
MOV02324;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;-2;SAÍDA
MOV02325;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV02326;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;2;ENTRADA
MOV02327;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV02328;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA E;7;ENTRADA
MOV02329;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;3;ENTRADA
MOV02330;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-1;SAÍDA
MOV02331;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;-1;SAÍDA
MOV02332;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-1;SAÍDA
MOV02333;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;-4;SAÍDA
MOV02334;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;-4;SAÍDA
MOV02335;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;1;ENTRADA
MOV02336;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA C;-1;SAÍDA
MOV02337;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;1;ENTRADA
MOV02338;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;4;ENTRADA
MOV02339;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV02340;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;-3;SAÍDA
MOV02341;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV02342;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;2;ENTRADA
MOV02343;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;2;ENTRADA
MOV02344;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;1;ENTRADA
MOV02345;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;1;ENTRADA
MOV02346;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;1;DEVOLUÇÃO
MOV02347;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;-1;SAÍDA
MOV02348;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA D;-4;SAÍDA
MOV02349;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;-1;SAÍDA
MOV02350;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;1;ENTRADA
MOV02351;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;-1;SAÍDA
MOV02352;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;5;ENTRADA
MOV02353;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;1;ENTRADA
MOV02354;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;1;ENTRADA
MOV02355;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA B;1;ENTRADA
MOV02356;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;-1;SAÍDA
MOV02357;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA C;2;ENTRADA
